prediction,name
0,nonAMP47802
1,AMP2609
1,AMP374
1,AMP418
0,nonAMP153435
0,nonAMP140777
0,nonAMP84559
1,AMP2670
0,nonAMP47618
1,AMP664
1,AMP1575
0,AMP3188
1,AMP219
0,nonAMP4391
1,AMP1456
1,AMP2831
1,AMP2513
0,AMP2179
0,nonAMP128110
1,AMP916
1,AMP2320
0,nonAMP12700
1,AMP2991
1,AMP2201
1,AMP2597
0,nonAMP126405
0,nonAMP16262
1,nonAMP59657
1,AMP2198
0,nonAMP129082
0,nonAMP73470
0,nonAMP75930
1,nonAMP98073
0,nonAMP87262
1,AMP563
0,nonAMP82596
1,AMP2306
1,AMP431
1,AMP2289
0,nonAMP25339
1,AMP175
1,AMP729
0,nonAMP37859
1,AMP1511
0,nonAMP118793
0,nonAMP70868
0,nonAMP91502
0,nonAMP122576
1,AMP1894
1,AMP1641
0,AMP1054
1,AMP1249
0,nonAMP108669
1,AMP3239
0,nonAMP37501
0,nonAMP136851
0,nonAMP120346
1,AMP796
1,AMP2376
1,AMP36
0,nonAMP89614
1,AMP1331
0,nonAMP3252
1,AMP2390
1,AMP694
1,AMP487
1,AMP2819
1,AMP2011
0,AMP3263
1,AMP1437
0,nonAMP86607
1,AMP1578
1,AMP930
0,nonAMP80582
0,AMP483
1,AMP2329
0,nonAMP112902
0,nonAMP17351
1,AMP34
1,AMP1245
0,nonAMP7703
0,nonAMP122863
0,nonAMP99758
1,AMP643
0,nonAMP2734
0,nonAMP39507
0,nonAMP30632
0,nonAMP10854
1,AMP2433
1,AMP2908
0,nonAMP107551
0,nonAMP1332
1,AMP2319
1,AMP1913
0,nonAMP73147
1,AMP41
0,nonAMP69014
0,nonAMP76880
0,nonAMP125388
0,nonAMP21435
0,nonAMP35101
0,nonAMP63861
0,nonAMP158920
0,nonAMP8817
0,nonAMP114724
0,nonAMP59020
1,AMP1197
1,nonAMP138999
1,AMP802
0,nonAMP114750
0,AMP927
0,nonAMP128313
0,nonAMP154608
1,AMP2661
0,nonAMP66630
0,AMP1746
1,AMP392
0,nonAMP54860
0,nonAMP147338
1,AMP2596
1,AMP668
0,AMP2069
0,nonAMP101441
0,AMP2903
0,nonAMP138919
0,AMP193
0,nonAMP127856
1,AMP1503
1,AMP559
0,nonAMP124262
0,nonAMP77840
0,nonAMP73250
1,AMP954
1,nonAMP58331
1,nonAMP21422
0,nonAMP380
0,nonAMP79110
0,nonAMP131528
1,AMP456
1,AMP468
1,AMP704
1,AMP517
0,nonAMP31829
1,AMP883
0,nonAMP135459
1,AMP522
0,nonAMP80105
0,nonAMP93350
0,nonAMP90960
0,nonAMP41847
0,nonAMP61493
0,AMP214
1,AMP2975
1,AMP3178
1,AMP1549
1,AMP1952
0,nonAMP68954
1,nonAMP115665
1,AMP1681
1,AMP1734
1,AMP2369
0,nonAMP53534
0,nonAMP146438
1,AMP2422
0,nonAMP86262
1,nonAMP138073
1,AMP1281
0,nonAMP155819
0,nonAMP2962
1,AMP793
1,AMP925
0,nonAMP83870
0,AMP1684
1,AMP2269
0,nonAMP8667
1,AMP1111
1,AMP1097
1,AMP1184
1,AMP1711
1,AMP640
0,nonAMP89578
1,nonAMP37568
1,AMP3000
0,nonAMP84339
0,nonAMP127587
0,nonAMP14774
1,AMP466
1,nonAMP8569
1,AMP1963
0,nonAMP9630
0,AMP179
1,nonAMP23257
0,AMP111
0,nonAMP21360
0,nonAMP88871
1,nonAMP27483
1,AMP2400
0,nonAMP95138
0,nonAMP127405
1,AMP3062
0,nonAMP152954
0,nonAMP86364
1,nonAMP36171
1,AMP1113
0,nonAMP130065
1,AMP893
0,AMP60
1,AMP3079
1,AMP1147
1,AMP3218
0,nonAMP18862
1,AMP607
0,nonAMP44780
0,nonAMP111429
0,nonAMP67046
1,AMP2622
1,AMP1279
0,nonAMP109396
1,AMP3232
0,nonAMP98955
0,nonAMP42534
1,AMP454
0,AMP1815
1,AMP285
1,AMP1833
0,nonAMP77853
1,nonAMP37595
1,AMP2843
0,nonAMP12783
0,nonAMP19223
1,AMP1747
1,AMP691
0,nonAMP54344
1,AMP2089
1,nonAMP122434
0,nonAMP139093
0,nonAMP34645
0,nonAMP134402
0,AMP3035
0,nonAMP12027
1,AMP1161
1,AMP531
0,nonAMP115318
0,nonAMP52889
1,AMP2631
0,nonAMP63745
1,AMP417
0,nonAMP83733
1,AMP1705
1,AMP2285
1,nonAMP157236
0,nonAMP114893
1,AMP2553
1,AMP1434
1,AMP439
0,nonAMP98182
0,nonAMP86335
1,AMP2594
0,AMP1178
1,AMP606
0,nonAMP37208
0,nonAMP100270
0,nonAMP52958
1,nonAMP67785
1,AMP242
0,AMP1126
1,AMP1607
0,nonAMP7423
1,AMP663
0,nonAMP14808
1,AMP645
1,AMP349
1,AMP1589
0,nonAMP94526
1,AMP781
0,nonAMP41189
1,nonAMP79737
0,nonAMP148042
0,AMP101
1,AMP808
1,AMP2679
1,AMP3121
1,AMP94
0,AMP89
1,AMP1749
1,AMP2963
0,nonAMP135655
0,nonAMP151250
1,AMP452
1,AMP2993
0,nonAMP137581
1,AMP1382
1,AMP2860
0,nonAMP92879
1,AMP296
0,AMP183
1,AMP2900
0,nonAMP63516
1,nonAMP105021
0,nonAMP131162
0,nonAMP83251
1,AMP2615
0,nonAMP82144
0,nonAMP151589
0,nonAMP127904
1,AMP139
0,nonAMP22701
1,AMP1428
0,nonAMP102242
0,AMP3189
1,AMP794
0,nonAMP27830
1,AMP2522
0,AMP684
1,nonAMP51612
1,AMP3206
0,nonAMP17865
1,AMP1444
0,AMP2143
1,AMP1993
1,AMP207
0,nonAMP141495
0,nonAMP9210
0,nonAMP165733
0,nonAMP154265
0,AMP3058
1,AMP848
0,nonAMP41636
0,nonAMP93880
1,AMP1218
0,nonAMP90642
0,nonAMP23391
1,nonAMP14886
1,AMP2588
1,AMP1367
1,AMP2393
0,AMP3213
1,AMP1483
1,AMP2945
1,AMP401
1,AMP1513
0,nonAMP78438
1,AMP333
0,nonAMP34399
1,AMP978
1,AMP2
0,nonAMP153741
1,AMP620
1,AMP1880
0,nonAMP124987
0,nonAMP111999
1,AMP380
0,nonAMP56422
1,AMP2708
1,nonAMP84392
0,AMP2126
0,AMP2776
1,AMP2466
1,AMP598
0,AMP2171
0,nonAMP102188
0,nonAMP60044
0,nonAMP38128
1,AMP1379
1,AMP533
0,nonAMP122435
1,nonAMP132301
0,nonAMP59921
0,nonAMP144802
1,AMP1108
1,AMP2005
0,AMP3203
0,nonAMP111539
0,nonAMP45801
1,AMP1460
0,AMP409
0,nonAMP155697
1,AMP656
1,nonAMP42196
1,AMP2584
1,AMP2475
1,AMP690
1,AMP2037
1,nonAMP70023
0,nonAMP68669
0,nonAMP72501
0,nonAMP102709
1,nonAMP7058
1,AMP2107
0,nonAMP26929
1,AMP1948
0,nonAMP156408
0,AMP872
0,nonAMP59641
1,AMP1087
0,AMP1130
0,nonAMP150930
0,nonAMP124522
1,AMP1519
1,AMP347
0,AMP2191
1,AMP1289
0,nonAMP78670
0,AMP2901
0,nonAMP67007
1,AMP1755
0,AMP2207
1,AMP2543
1,AMP2519
0,nonAMP48377
0,nonAMP28939
0,nonAMP95498
1,nonAMP99152
0,nonAMP54251
1,nonAMP154375
1,AMP239
1,nonAMP80443
1,AMP3173
0,nonAMP44054
0,nonAMP17860
0,AMP2131
1,AMP151
1,AMP1381
0,AMP1132
0,nonAMP51566
1,AMP2689
0,nonAMP137382
1,AMP731
1,AMP2060
1,AMP2406
0,nonAMP138861
0,nonAMP153175
1,AMP331
1,AMP1768
0,nonAMP151511
0,nonAMP103683
1,AMP3175
1,nonAMP75444
0,nonAMP117568
0,nonAMP32982
1,AMP1324
1,AMP1225
0,nonAMP26205
1,AMP2774
1,AMP1145
0,nonAMP97223
0,nonAMP47560
1,AMP1487
1,AMP3150
0,AMP496
0,nonAMP12236
0,AMP2928
1,AMP885
1,nonAMP101315
1,nonAMP61501
0,nonAMP164274
0,nonAMP97792
0,nonAMP5073
1,AMP539
1,AMP2734
1,nonAMP41875
1,AMP1405
0,nonAMP65115
1,AMP1471
0,nonAMP121616
1,AMP1695
1,AMP1772
1,AMP769
1,nonAMP43820
0,nonAMP147067
1,AMP2463
1,AMP130
1,AMP1162
0,nonAMP119350
1,AMP1467
0,AMP2714
0,nonAMP145869
0,nonAMP54340
0,nonAMP87341
0,nonAMP26201
1,AMP2030
1,AMP3267
1,nonAMP42688
0,nonAMP114315
1,AMP10
0,nonAMP155989
1,nonAMP46158
0,nonAMP128645
0,nonAMP84691
1,AMP1763
0,AMP1348
1,AMP477
0,nonAMP106046
1,AMP0
1,nonAMP53087
0,nonAMP114473
0,nonAMP52003
1,AMP717
1,AMP27
1,AMP2687
1,AMP2521
0,AMP2134
1,AMP1640
0,nonAMP161438
0,nonAMP48022
0,nonAMP132516
0,nonAMP104799
0,nonAMP115398
1,AMP1851
1,AMP832
0,nonAMP56140
1,AMP740
0,nonAMP100069
0,nonAMP61111
1,AMP1803
0,AMP625
0,nonAMP41981
0,AMP649
0,nonAMP136163
0,AMP2841
1,AMP1074
0,nonAMP82013
1,AMP1777
0,nonAMP11687
1,AMP2366
0,nonAMP154816
1,AMP911
0,nonAMP163474
1,nonAMP97772
1,AMP2462
1,AMP1129
0,nonAMP120460
1,AMP1957
0,nonAMP61192
0,nonAMP92011
0,nonAMP15795
0,nonAMP30261
1,nonAMP6261
1,nonAMP46987
1,AMP1920
0,AMP1354
0,nonAMP45802
1,AMP964
0,nonAMP9153
0,nonAMP166689
0,nonAMP49332
0,nonAMP13814
0,AMP1242
1,AMP812
0,nonAMP121808
0,nonAMP26280
0,nonAMP141776
1,AMP301
1,AMP2788
1,AMP2941
0,AMP500
0,nonAMP48758
0,nonAMP2056
0,nonAMP27770
1,AMP718
1,AMP757
1,AMP1036
0,AMP2617
0,nonAMP2504
0,nonAMP69531
0,AMP2637
1,AMP1709
1,AMP2346
1,AMP1185
0,nonAMP24234
0,nonAMP93688
1,AMP693
0,nonAMP130695
1,AMP2927
1,AMP1616
0,nonAMP23433
1,AMP1043
1,AMP2055
0,AMP2505
1,AMP177
0,nonAMP74964
0,nonAMP28844
1,nonAMP76920
1,AMP366
1,AMP1337
1,AMP345
1,AMP1409
1,AMP385
1,AMP1013
1,AMP2702
0,nonAMP117073
0,AMP2424
1,AMP2592
0,nonAMP100030
1,AMP106
0,AMP14
0,nonAMP18319
0,nonAMP82262
1,AMP407
0,nonAMP146344
0,nonAMP158240
0,nonAMP164897
1,AMP2445
0,nonAMP162909
0,nonAMP64370
1,AMP2384
1,AMP146
0,nonAMP44582
0,nonAMP138005
0,nonAMP150290
1,AMP1566
0,nonAMP97428
1,AMP1760
0,nonAMP94274
0,nonAMP101575
0,AMP586
0,nonAMP115788
1,AMP1831
0,nonAMP70259
0,AMP638
1,AMP3106
1,AMP829
1,AMP588
1,AMP1923
1,AMP2561
1,AMP1821
0,nonAMP23438
1,AMP2508
0,nonAMP148216
0,nonAMP3362
0,nonAMP72590
1,nonAMP55978
0,nonAMP41461
1,nonAMP142225
1,AMP2990
1,AMP1362
0,nonAMP156842
0,nonAMP38255
0,nonAMP103766
0,nonAMP92753
0,nonAMP33985
0,nonAMP36390
1,AMP2516
0,AMP1713
0,nonAMP51216
1,AMP358
1,AMP314
1,AMP2555
0,nonAMP67638
1,AMP1544
0,nonAMP115750
0,nonAMP102339
1,nonAMP11328
0,AMP1797
1,AMP2746
0,nonAMP87445
0,nonAMP102094
0,nonAMP110351
1,AMP3005
0,nonAMP8475
0,nonAMP115238
1,AMP2111
0,nonAMP144035
0,nonAMP155355
0,nonAMP88976
1,AMP826
1,nonAMP109489
0,nonAMP86895
0,nonAMP155917
1,AMP3045
1,AMP2458
0,nonAMP22974
0,nonAMP115466
0,nonAMP124360
1,AMP1167
0,nonAMP124318
0,nonAMP125353
1,AMP1595
1,AMP741
0,nonAMP120170
1,AMP999
1,AMP2712
1,nonAMP127324
0,nonAMP68188
1,AMP2053
1,AMP1796
1,AMP1810
1,AMP1257
1,AMP2891
1,AMP2942
1,AMP751
1,nonAMP123415
0,nonAMP18942
1,AMP1967
0,nonAMP153176
0,AMP2461
1,AMP2875
0,nonAMP2306
1,AMP1050
0,nonAMP131961
0,nonAMP28457
0,nonAMP39643
1,AMP922
1,nonAMP84251
1,AMP2474
1,AMP1119
1,AMP155
1,AMP371
0,nonAMP160478
0,nonAMP87623
0,nonAMP77946
0,AMP1660
1,AMP1824
1,AMP1878
0,nonAMP28833
0,nonAMP64914
1,AMP1783
1,AMP2930
0,nonAMP88237
0,nonAMP15425
1,AMP416
0,nonAMP69193
1,nonAMP130131
0,nonAMP90486
1,AMP2778
1,AMP1726
0,nonAMP12199
0,AMP2325
1,AMP2029
1,AMP1165
0,nonAMP9838
1,AMP841
0,nonAMP146505
1,nonAMP59243
0,nonAMP36618
0,nonAMP41520
0,nonAMP11895
0,AMP133
0,nonAMP76634
1,AMP1825
1,AMP2418
1,AMP1820
0,nonAMP139980
0,nonAMP46558
0,AMP2471
0,nonAMP120187
0,nonAMP34058
1,nonAMP66500
0,nonAMP67886
1,AMP282
0,nonAMP157930
1,AMP1732
0,nonAMP105036
0,nonAMP147120
1,AMP2225
1,AMP1572
1,AMP270
1,AMP2051
0,nonAMP90008
1,AMP362
1,AMP587
0,nonAMP92216
0,nonAMP96153
0,nonAMP81846
0,nonAMP93337
1,AMP2414
0,nonAMP15462
1,AMP603
1,AMP1199
0,nonAMP139286
1,nonAMP81651
0,nonAMP108925
1,nonAMP21465
1,AMP421
0,nonAMP102430
1,AMP2947
0,AMP566
1,AMP1983
0,nonAMP32569
0,AMP1988
0,nonAMP61335
1,AMP49
1,AMP1057
0,nonAMP72753
0,nonAMP26368
1,AMP2878
0,nonAMP113185
1,AMP2072
0,nonAMP155761
0,nonAMP33773
0,nonAMP146866
0,AMP2019
1,AMP1314
0,nonAMP116895
1,AMP1278
0,nonAMP89310
1,AMP2119
0,AMP3015
0,nonAMP77068
1,AMP3152
0,nonAMP125926
1,AMP2176
0,nonAMP47797
1,AMP1096
0,nonAMP76267
1,AMP1950
1,AMP97
1,AMP869
0,nonAMP47627
1,AMP2973
1,AMP2823
0,nonAMP140731
0,nonAMP9303
1,AMP1309
1,AMP681
0,nonAMP18980
0,nonAMP54141
1,AMP446
1,AMP765
0,nonAMP117384
1,AMP2663
1,AMP1745
0,nonAMP76617
0,nonAMP15881
1,AMP2619
1,AMP1933
0,nonAMP64580
1,AMP290
1,AMP2740
1,nonAMP69813
0,nonAMP37346
1,AMP537
0,nonAMP108847
0,nonAMP55028
0,AMP2245
1,AMP621
0,nonAMP662
0,nonAMP35389
0,nonAMP79405
1,AMP674
0,nonAMP22653
1,AMP770
1,AMP13
0,nonAMP60783
1,AMP692
0,nonAMP99167
0,nonAMP58010
1,AMP1953
1,AMP2859
0,nonAMP19004
1,AMP2765
1,AMP490
1,AMP126
0,nonAMP92141
0,nonAMP12458
1,AMP2971
1,AMP1499
1,AMP1287
1,nonAMP74716
0,AMP137
0,nonAMP131712
1,AMP1114
1,nonAMP55062
1,AMP1638
1,AMP460
0,nonAMP128403
1,AMP2863
1,AMP1896
0,AMP252
1,AMP2151
1,AMP1915
0,nonAMP151239
0,nonAMP84995
1,nonAMP125204
0,nonAMP31047
1,AMP913
0,nonAMP54212
0,nonAMP18697
0,nonAMP32904
1,nonAMP48137
1,AMP2158
1,AMP2659
0,nonAMP160489
1,AMP1932
1,AMP1230
0,nonAMP81207
1,nonAMP31968
0,nonAMP100732
0,nonAMP139829
0,AMP1466
1,nonAMP156645
1,AMP2080
0,nonAMP29090
1,nonAMP148234
1,AMP2673
0,nonAMP53918
0,nonAMP44900
1,AMP934
0,nonAMP71526
1,AMP1786
1,AMP3103
0,nonAMP25506
1,AMP1427
0,nonAMP20836
1,AMP455
0,nonAMP95775
1,AMP1552
1,nonAMP96809
1,AMP2196
1,AMP2921
0,AMP398
1,AMP1615
1,AMP1094
0,AMP628
0,nonAMP56244
0,nonAMP90036
0,nonAMP78493
0,nonAMP123965
1,nonAMP125119
0,nonAMP97896
1,AMP2715
1,nonAMP67875
1,nonAMP154034
0,nonAMP31614
0,nonAMP56786
1,AMP2206
1,nonAMP30865
1,nonAMP64387
0,nonAMP100638
1,AMP149
0,nonAMP145213
0,nonAMP12580
0,nonAMP25143
0,nonAMP73498
1,AMP1944
1,AMP443
0,nonAMP88639
1,AMP2394
0,nonAMP141990
1,AMP1904
1,AMP666
0,AMP2116
0,nonAMP109071
1,nonAMP117861
0,nonAMP42582
0,AMP2096
1,AMP1032
1,AMP1938
0,nonAMP29948
0,nonAMP126802
1,AMP1412
1,AMP2374
0,nonAMP33970
1,AMP2339
1,nonAMP69051
1,AMP2733
0,AMP2185
1,AMP1814
1,AMP1133
1,nonAMP105967
0,nonAMP81872
0,nonAMP30561
1,nonAMP92409
1,AMP2133
0,nonAMP77740
1,AMP3190
1,AMP849
1,AMP19
1,nonAMP80315
0,nonAMP56556
1,AMP1158
1,nonAMP145256
1,AMP3195
0,nonAMP154600
1,AMP1240
0,nonAMP53039
1,AMP2348
0,nonAMP55944
0,nonAMP120393
1,AMP2705
0,nonAMP81749
0,nonAMP128340
0,nonAMP86637
0,nonAMP54559
1,AMP2378
0,nonAMP142277
0,nonAMP69808
1,AMP2120
0,nonAMP153620
0,nonAMP105498
1,AMP3061
0,nonAMP132475
0,nonAMP138600
0,nonAMP63783
1,AMP261
0,nonAMP84933
0,nonAMP25135
0,nonAMP92784
1,AMP1670
1,AMP1339
1,nonAMP8461
1,AMP253
0,nonAMP104707
1,AMP1584
0,nonAMP64346
1,AMP912
0,nonAMP64013
0,nonAMP90795
1,AMP2642
1,nonAMP12917
0,nonAMP86767
1,AMP1092
0,nonAMP57259
0,nonAMP79336
0,nonAMP59856
1,AMP629
1,nonAMP77264
0,nonAMP92881
1,nonAMP15821
1,AMP189
0,nonAMP89997
1,AMP35
0,nonAMP136625
0,nonAMP63276
0,nonAMP96949
1,nonAMP97226
0,AMP3251
1,AMP569
0,nonAMP63034
1,AMP1442
0,nonAMP100328
1,AMP1869
0,nonAMP45794
1,AMP1311
0,nonAMP100172
0,nonAMP146617
1,AMP286
0,nonAMP58340
1,AMP1201
0,nonAMP23571
1,AMP360
0,nonAMP1185
0,nonAMP66064
1,AMP1291
1,AMP1949
0,nonAMP47517
1,AMP2822
1,AMP3051
1,AMP1010
0,nonAMP77428
1,AMP2050
0,nonAMP47181
1,nonAMP156528
0,nonAMP52482
0,nonAMP157597
1,AMP115
1,AMP2386
1,AMP2944
0,AMP1408
0,AMP2985
0,nonAMP89251
0,nonAMP116812
0,nonAMP13194
1,AMP227
1,nonAMP75751
0,AMP1263
1,AMP1990
1,nonAMP47084
1,AMP480
1,nonAMP108790
0,nonAMP50819
0,nonAMP6139
0,nonAMP43649
1,AMP791
0,nonAMP65023
0,nonAMP90531
0,nonAMP84780
0,nonAMP164584
1,AMP630
1,nonAMP73622
0,AMP518
0,AMP3205
0,nonAMP58244
1,AMP215
1,AMP2827
1,AMP745
0,nonAMP64861
1,nonAMP97595
1,AMP461
1,nonAMP82929
0,nonAMP52262
0,AMP2869
0,nonAMP82617
0,nonAMP68680
1,AMP316
0,nonAMP5609
0,nonAMP75686
1,AMP1462
1,AMP2484
1,nonAMP91647
0,nonAMP148204
0,nonAMP90233
1,AMP2704
0,nonAMP104936
0,nonAMP34180
1,AMP2829
0,nonAMP75595
1,AMP866
1,AMP2897
1,nonAMP142359
0,nonAMP72759
0,AMP2241
0,nonAMP157555
0,nonAMP39638
0,nonAMP117935
1,AMP2411
0,nonAMP30999
1,nonAMP138850
0,nonAMP146411
1,AMP2211
1,AMP2544
1,AMP2593
0,nonAMP93995
0,nonAMP97120
0,nonAMP143418
1,AMP2974
0,nonAMP165632
0,nonAMP14698
1,AMP1723
0,nonAMP25572
0,nonAMP75749
1,AMP2585
1,AMP2627
0,nonAMP31129
1,AMP562
1,AMP1625
1,AMP23
0,nonAMP63435
1,AMP1812
1,nonAMP22094
1,AMP268
0,nonAMP127103
0,nonAMP82738
0,nonAMP99022
0,nonAMP141885
0,nonAMP100990
1,AMP2205
1,AMP1875
0,nonAMP64591
0,nonAMP144170
0,nonAMP13228
1,AMP667
1,AMP1678
1,AMP2949
0,AMP1093
0,AMP414
1,nonAMP59518
0,nonAMP116639
0,nonAMP76983
0,nonAMP131109
1,AMP1928
1,AMP494
1,AMP354
1,AMP1403
1,AMP3138
1,AMP58
1,AMP2940
0,nonAMP111123
1,AMP574
0,nonAMP31755
0,nonAMP131024
1,AMP1371
0,nonAMP45104
0,nonAMP134443
1,AMP858
1,AMP1078
1,AMP291
1,nonAMP19477
0,nonAMP61448
0,nonAMP103604
0,nonAMP143289
0,nonAMP113341
0,nonAMP90957
0,AMP2145
1,AMP1016
1,AMP750
0,nonAMP150155
0,AMP763
0,nonAMP158468
1,AMP1778
0,nonAMP93
1,AMP2691
0,nonAMP161319
0,nonAMP38450
0,nonAMP27531
1,nonAMP86346
1,AMP2503
1,AMP163
1,nonAMP129236
0,nonAMP53077
0,nonAMP107398
0,nonAMP118426
0,nonAMP55032
0,nonAMP92760
1,AMP980
1,AMP739
0,AMP1601
1,AMP2022
0,nonAMP161247
1,AMP265
0,nonAMP44960
1,AMP2114
1,AMP1931
1,AMP2308
0,nonAMP64873
0,nonAMP146825
1,AMP1395
0,AMP2629
0,nonAMP97887
0,nonAMP96218
1,AMP230
0,nonAMP8111
1,nonAMP43051
0,nonAMP17508
1,AMP453
0,nonAMP6568
1,AMP2483
1,AMP1140
0,nonAMP70340
1,AMP66
1,AMP632
1,AMP3095
1,AMP293
0,nonAMP106033
1,AMP2181
1,AMP312
1,AMP2668
1,AMP1562
0,AMP776
1,AMP508
1,nonAMP166018
1,AMP1823
0,nonAMP38891
1,AMP2284
0,nonAMP16699
1,nonAMP120129
0,nonAMP67888
1,AMP2969
1,AMP3244
0,AMP1336
0,nonAMP80608
1,nonAMP127470
1,AMP830
1,AMP8
0,nonAMP145077
1,AMP2299
0,nonAMP160553
1,AMP231
0,nonAMP84443
0,nonAMP165391
1,nonAMP49486
0,nonAMP57432
0,nonAMP60187
0,nonAMP751
1,nonAMP103805
1,AMP648
1,AMP742
1,AMP1769
1,AMP2093
1,AMP992
1,nonAMP145355
1,AMP1474
1,AMP1600
0,nonAMP3346
0,nonAMP134784
1,AMP292
1,AMP619
1,AMP2459
1,nonAMP3356
0,nonAMP57874
1,AMP644
0,nonAMP132444
0,AMP2956
1,AMP1622
0,nonAMP63151
0,nonAMP41157
1,nonAMP25908
1,AMP1401
1,AMP1296
0,nonAMP11063
0,nonAMP115267
1,AMP3212
1,AMP2608
0,nonAMP49883
1,nonAMP106130
1,AMP2892
0,nonAMP94140
0,nonAMP74546
1,AMP825
1,AMP2514
1,AMP212
1,AMP1621
0,nonAMP71682
0,nonAMP148877
0,nonAMP98819
0,nonAMP72287
1,nonAMP39479
0,nonAMP7615
1,AMP1107
0,AMP2399
1,AMP920
0,AMP2844
1,nonAMP24420
1,AMP346
0,nonAMP128086
0,nonAMP9181
1,nonAMP91120
1,AMP2856
1,nonAMP121678
0,nonAMP15026
0,nonAMP152081
1,AMP209
0,nonAMP69365
0,nonAMP124482
1,AMP1836
0,nonAMP93977
1,AMP243
1,nonAMP131052
1,AMP373
0,nonAMP35840
0,nonAMP54074
0,nonAMP90102
0,nonAMP127218
0,nonAMP92274
1,AMP271
1,AMP1285
0,nonAMP20680
1,AMP3102
1,nonAMP47593
1,AMP2916
0,nonAMP140192
0,nonAMP84357
1,AMP300
1,AMP2909
0,nonAMP97667
1,AMP489
1,nonAMP130424
0,nonAMP117363
0,nonAMP12856
0,nonAMP120189
0,nonAMP71910
1,AMP3070
0,AMP3002
1,AMP2760
0,nonAMP67186
1,AMP2165
0,AMP2139
1,AMP2952
1,AMP1848
1,AMP1333
1,AMP1235
0,nonAMP108195
0,nonAMP130955
1,nonAMP71683
1,AMP1596
0,nonAMP134788
0,nonAMP94686
1,AMP2340
1,AMP2174
0,nonAMP75809
1,AMP2895
0,nonAMP14494
0,nonAMP122021
0,nonAMP41653
1,AMP1886
0,nonAMP73152
0,nonAMP71564
0,nonAMP70124
0,nonAMP98589
1,AMP1762
1,AMP1642
1,AMP3258
1,AMP1971
1,AMP2496
1,nonAMP89419
0,nonAMP148140
1,AMP977
0,AMP2153
1,AMP2807
1,AMP1667
0,nonAMP77144
0,nonAMP140089
0,nonAMP58235
0,nonAMP152524
1,nonAMP156327
1,AMP2489
1,AMP1389
1,AMP2639
0,nonAMP32085
0,nonAMP52175
0,nonAMP82712
0,nonAMP165198
1,AMP3042
1,AMP590
1,AMP631
1,AMP1127
1,AMP2413
0,nonAMP147537
0,nonAMP123654
1,AMP752
1,AMP538
0,AMP2321
1,AMP1068
0,nonAMP85295
0,nonAMP74144
0,nonAMP125882
1,AMP1548
1,AMP2453
0,nonAMP73495
1,AMP1457
1,AMP20
0,nonAMP115056
1,AMP2824
1,AMP2698
1,AMP1597
1,AMP1171
1,nonAMP86511
0,nonAMP51856
1,AMP1386
0,nonAMP128242
0,AMP2862
1,AMP165
0,nonAMP151426
1,AMP2852
0,nonAMP159422
1,AMP721
0,nonAMP71041
0,nonAMP48153
1,AMP1304
1,AMP2573
1,AMP2057
0,nonAMP125107
1,AMP1190
0,nonAMP101202
0,nonAMP132820
0,AMP2249
1,AMP1985
1,AMP502
0,nonAMP134937
0,nonAMP137480
0,nonAMP52787
0,nonAMP29367
1,AMP254
1,AMP1868
1,AMP2031
1,AMP251
1,AMP3017
0,AMP2137
1,AMP3221
0,nonAMP17480
1,AMP2136
0,nonAMP125621
0,nonAMP107103
1,nonAMP14226
0,nonAMP139566
0,AMP1689
1,AMP1198
1,AMP1658
1,AMP1455
0,nonAMP114006
0,nonAMP78636
0,nonAMP135157
1,AMP1577
0,nonAMP153675
1,AMP1978
0,nonAMP102594
1,AMP1789
0,nonAMP131363
1,AMP2331
0,nonAMP14619
0,nonAMP74751
1,nonAMP158975
1,AMP1588
0,nonAMP142676
1,AMP2363
0,AMP698
1,AMP3117
1,AMP1930
0,AMP2182
1,nonAMP7865
1,nonAMP133695
1,AMP3011
0,nonAMP137856
1,AMP1400
0,AMP332
1,AMP725
0,nonAMP69055
0,nonAMP12733
0,nonAMP77288
1,nonAMP36505
1,AMP1353
1,nonAMP163720
0,AMP108
1,AMP1369
0,nonAMP108001
1,nonAMP38919
0,nonAMP42167
1,AMP1532
1,AMP3157
1,AMP1272
1,nonAMP154811
0,nonAMP101064
1,AMP2763
1,AMP530
1,AMP2693
1,AMP1954
0,nonAMP3318
0,nonAMP157965
0,nonAMP544
1,AMP1842
0,AMP1128
0,nonAMP41989
0,nonAMP121058
0,nonAMP157016
0,nonAMP87417
1,AMP2549
0,nonAMP63794
1,AMP1817
1,nonAMP54876
0,nonAMP83918
0,AMP2866
0,nonAMP166596
1,AMP610
1,AMP83
1,AMP677
0,nonAMP30402
1,AMP247
0,nonAMP161189
1,nonAMP31710
0,AMP1882
0,AMP2094
0,nonAMP160826
1,AMP1551
0,nonAMP11093
1,AMP1012
1,nonAMP60705
1,AMP396
0,nonAMP10553
0,AMP512
0,nonAMP113591
1,AMP1649
0,nonAMP60956
1,nonAMP148635
0,nonAMP9779
1,AMP1023
1,nonAMP155000
1,AMP2159
1,AMP2372
1,AMP1189
1,AMP3014
0,nonAMP116102
0,AMP2913
0,nonAMP45244
0,AMP3162
1,nonAMP115352
0,nonAMP147344
0,nonAMP153619
0,nonAMP139781
0,nonAMP139104
0,AMP1136
1,AMP786
1,AMP2009
0,nonAMP114889
0,nonAMP30515
0,AMP1420
0,nonAMP53870
1,nonAMP42006
0,nonAMP9294
0,nonAMP92181
1,nonAMP1396
